# ----------------------------------------
# Demographic details: City
# Account: GDM
# Property: Global Diamond Montreal - Shopify
# ----------------------------------------
# 
# All Users
# Start date: 20260101
# End date: 20260411
City,Active users,New users,Engaged sessions,Engagement rate,Engaged sessions per active user,Average engagement time per active user,Event count,Key events,User key event rate,Total revenue
Laurierville,4,4,4,1,1,73,41,0,0.25,0
Lille,4,4,3,0.75,0.75,7,18,0,0,0
Lochaber,4,2,3,0.6,0.75,4.75,25,0,0,0
Louisville,4,4,2,0.5,0.5,26.5,20,0,0,0
Manama,4,3,2,0.5,0.5,8.5,14,0,0.25,0
Meadow Lake,4,4,2,0.5,0.5,24.75,22,0,0,0
Mono,4,4,3,0.75,0.75,46,35,0,0.25,0
New Richmond,4,4,21,0.9130434782608695,5.25,497.75,406,0,0.75,0
Noboribetsu,4,3,1,0.25,0.25,0,10,0,0.25,0
Norquay,4,4,4,1,1,59.5,46,0,1,0
Nuremberg,4,4,1,0.25,0.25,0,14,0,0,0
Oromocto,4,4,2,0.5,0.5,74.25,21,0,0,0
Plymouth,4,2,2,0.4,0.5,8.25,25,0,0,0
Port Hardy,4,4,2,0.5,0.5,17.75,21,0,0,0
Port-au-Prince,4,4,4,0.8,1,89.5,45,0,0.25,0
Portland,4,3,3,0.75,0.75,31.5,13,0,0,0
Rexton,4,4,0,0,0,0,16,0,0,0
Saint-Joseph-de-Beauce,4,3,3,0.75,0.75,65.25,37,0,0.25,0
Saint-Justin,4,4,3,0.6,0.75,9.5,23,0,0,0
Sainte-Marguerite-du-Lac-Masson,4,4,5,0.8333333333333334,1.25,33,39,0,0.5,0
Senneterre,4,4,5,0.5,1.25,7.5,62,0,0.5,0
Shaoxing,4,4,1,0.25,0.25,4,19,0,0,0
Southampton,4,4,4,0.5714285714285714,1,200.5,111,0,0.25,0
St. George,4,3,2,0.5,0.5,80,37,0,0.5,0
St. Stephen,4,2,4,0.6666666666666666,1,35.5,44,0,0.5,0
Tel Aviv-Yafo,4,3,2,0.4,0.5,90.25,39,0,0.25,0
Tofield,4,4,6,0.8571428571428571,1.5,121.25,68,0,0.25,0
Udaipur,4,4,7,0.7777777777777778,1.75,1013,193,0,0.5,0
Utica,4,4,2,0.5,0.5,69.25,25,0,0.25,0
Val-des-Sources,4,4,3,0.75,0.75,57.75,64,0,0.5,0
Vienna,4,2,2,0.5,0.5,30.5,23,0,0.25,0
Virginia Beach,4,4,0,0,0,0,16,0,0,0
Warwick,4,4,3,0.5,0.75,65.5,90,0,0.25,0
Waterville,4,3,3,0.75,0.75,22.25,20,0,0,0
Wingham,4,4,3,0.75,0.75,12.5,17,0,0,0
Yamachiche,4,2,3,0.75,0.75,87.5,50,0,0.25,0
Yichang,4,4,0,0,0,1,16,0,0,0
York,4,3,2,0.5,0.5,5,18,0,0,0
Zurich,4,4,3,0.75,0.75,62.5,60,0,0.75,0
4511,3,2,4,0.5714285714285714,1.3333333333333333,894.3333333333334,255,0,0.6666666666666666,0
Akron,3,3,1,0.3333333333333333,0.3333333333333333,23.333333333333332,12,0,0,0
Albufeira,3,3,1,0.3333333333333333,0.3333333333333333,0,14,0,0,0
Ames,3,3,2,0.4,0.6666666666666666,36.666666666666664,34,0,0.3333333333333333,0
Angeles,3,3,1,0.3333333333333333,0.3333333333333333,3,13,0,0,0
Antwerp,3,2,2,0.6666666666666666,0.6666666666666666,13.333333333333334,11,0,0,0
Assiginack,3,3,1,0.25,0.3333333333333333,0,13,0,0,0
Auckland,3,3,3,1,1,102,31,0,0.3333333333333333,0
Baku,3,3,1,0.3333333333333333,0.3333333333333333,3.3333333333333335,15,0,0,0
Baltimore,3,3,2,0.6666666666666666,0.6666666666666666,8.333333333333334,19,0,0,0
Bangor,3,2,1,0.3333333333333333,0.3333333333333333,62,20,0,0.3333333333333333,0
Banguntapan,3,1,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,6,0,0,0
Beauceville,3,3,1,0.3333333333333333,0.3333333333333333,5,11,0,0,0
Berwick,3,3,4,0.23529411764705882,1.3333333333333333,5,61,0,0.3333333333333333,0
Birmingham,3,3,1,0.3333333333333333,0.3333333333333333,40,45,0,0.3333333333333333,0
Bloomington,3,3,1,0.3333333333333333,0.3333333333333333,8,13,0,0,0
Bonita Springs,3,2,3,0.42857142857142855,1,238.33333333333334,54,0,0.3333333333333333,0
Boynton Beach,3,2,2,0.6666666666666666,0.6666666666666666,38.333333333333336,11,0,0,0
Brisbane,3,3,0,0,0,0,12,0,0,0
Brookhaven,3,3,3,1,1,611.6666666666666,119,0,0.3333333333333333,0
Bruges,3,2,2,0.6666666666666666,0.6666666666666666,26.666666666666668,22,0,0.3333333333333333,0
Buon Ma Thuot,3,1,0,0,0,1,5,0,0,0
Busan,3,3,1,0.25,0.3333333333333333,1.6666666666666667,15,0,0,0
Cabo San Lucas,3,3,5,0.5555555555555556,1.6666666666666667,177,86,0,0.6666666666666666,0
Chandler,3,3,1,0.3333333333333333,0.3333333333333333,9.333333333333334,18,0,0.3333333333333333,0
Charlotte,3,3,1,0.3333333333333333,0.3333333333333333,1,13,0,0,0
Chisinau,3,3,2,0.6666666666666666,0.6666666666666666,39.333333333333336,35,0,0.3333333333333333,0
Chula Vista,3,3,2,0.6666666666666666,0.6666666666666666,6,14,0,0,0
Clarington,3,3,2,0.5,0.6666666666666666,9.333333333333334,20,0,0,0
Copperopolis,3,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,0
Creemore,3,3,3,0.75,1,131.33333333333334,63,0,0.6666666666666666,0
Creil,3,2,3,1,1,37,39,0,0,0
Creston,3,2,3,0.6,1,449,91,0,0.3333333333333333,0
Davao City,3,3,3,0.75,1,44.666666666666664,25,0,0.3333333333333333,0
Daytona Beach,3,2,1,0.3333333333333333,0.3333333333333333,9.333333333333334,12,0,0,0
Delson,3,3,2,0.6666666666666666,0.6666666666666666,106.66666666666667,56,0,0.6666666666666666,0
Durham,3,2,2,0.6666666666666666,0.6666666666666666,21,13,0,0,0
Edmond,3,2,2,0.6666666666666666,0.6666666666666666,28.666666666666668,19,0,0.3333333333333333,0
El Cajon,3,1,2,0.6666666666666666,0.6666666666666666,23.333333333333332,30,0,0.3333333333333333,0
Elmsdale,3,3,1,0.3333333333333333,0.3333333333333333,5.666666666666667,13,0,0,0
Englehart,3,2,2,0.6666666666666666,0.6666666666666666,117.33333333333333,34,0,0.3333333333333333,0
Fairview,3,3,1,0.3333333333333333,0.3333333333333333,9.333333333333334,10,0,0,0
Faisalabad,3,3,2,0.6666666666666666,0.6666666666666666,5.333333333333333,13,0,0,0
Fayetteville,3,2,2,0.6666666666666666,0.6666666666666666,53.333333333333336,20,0,0,0
Fermont,3,3,2,0.6666666666666666,0.6666666666666666,40.666666666666664,33,0,0.3333333333333333,0
Flint Hill,3,3,2,0.6666666666666666,0.6666666666666666,173.66666666666666,46,0,0.3333333333333333,0
Franklin,3,2,2,0.6666666666666666,0.6666666666666666,36.666666666666664,18,0,0.3333333333333333,0
Furano,3,2,0,0,0,0,7,0,0.3333333333333333,0
Gananoque,3,3,1,0.3333333333333333,0.3333333333333333,26.333333333333332,25,0,0.3333333333333333,0
Gilbert,3,2,1,0.3333333333333333,0.3333333333333333,201.33333333333334,52,0,0.3333333333333333,0
Goffs,3,3,1,0.3333333333333333,0.3333333333333333,0,13,0,0,0
Grey Highlands,3,2,3,0.75,1,120.66666666666667,61,0,0.6666666666666666,0
Grunheide (Mark),3,3,3,1,1,19.333333333333332,15,0,0,0
Hagersville,3,3,0,0,0,0,11,0,0,0
Haiphong,3,3,0,0,0,0,11,0,0,0
Hallandale Beach,3,3,1,0.3333333333333333,0.3333333333333333,0,12,0,0,0
Hay River,3,3,0,0,0,2,13,0,0,0
Hubbards,3,2,2,0.6666666666666666,0.6666666666666666,68.33333333333333,50,0,0.3333333333333333,0
Ile des Chenes,3,3,4,1,1.3333333333333333,705.6666666666666,257,0,0.3333333333333333,0
Indianapolis,3,3,1,0.3333333333333333,0.3333333333333333,35.333333333333336,33,0,0.3333333333333333,0
Iroquois Falls,3,3,1,0.3333333333333333,0.3333333333333333,14.666666666666666,17,0,0.3333333333333333,0
Islamabad,3,3,6,0.75,2,155.66666666666666,71,0,0.3333333333333333,0
Jalandhar,3,2,2,0.6666666666666666,0.6666666666666666,8.666666666666666,13,0,0,0
Jerusalem,3,3,2,0.6666666666666666,0.6666666666666666,17.333333333333332,20,0,0.3333333333333333,0
Kailua-Kona,3,3,1,0.3333333333333333,0.3333333333333333,1,14,0,0,0
Kamsack,3,2,2,0.6666666666666666,0.6666666666666666,51.666666666666664,21,0,0.3333333333333333,0
Karachi,3,5,8,0.6153846153846154,2.6666666666666665,62.666666666666664,67,0,0.3333333333333333,0
Kigali,3,3,2,0.6666666666666666,0.6666666666666666,10,18,0,0,0
King City,3,2,1,0.2,0.3333333333333333,4.333333333333333,20,0,0,0
Kokoda,3,3,2,0.5,0.6666666666666666,26.333333333333332,26,0,0.6666666666666666,0
Kothen (Anhalt),3,3,3,1,1,23,15,0,0,0
Lac du Bonnet,3,3,2,0.6666666666666666,0.6666666666666666,61,30,0,0.3333333333333333,0
Lauderdale Lakes,3,3,2,0.3333333333333333,0.6666666666666666,96,54,0,0.3333333333333333,0
Lebanon,3,3,2,0.6666666666666666,0.6666666666666666,12,13,0,0,0
Leeds,3,2,3,1,1,35.333333333333336,15,0,0,0
Limassol,3,3,1,0.3333333333333333,0.3333333333333333,3,14,0,0,0
Lisbon,3,2,3,0.75,1,22.666666666666668,27,0,0.3333333333333333,0
Little Rock,3,3,4,1,1.3333333333333333,97,53,0,0.3333333333333333,0
Livingston,3,1,3,1,1,277,84,0,0.3333333333333333,0
Lunenburg,3,3,2,0.6666666666666666,0.6666666666666666,20.666666666666668,19,0,0,0
Lyon,3,2,1,0.3333333333333333,0.3333333333333333,2.3333333333333335,9,0,0,0
Martensville,3,2,3,1,1,66.33333333333333,27,0,0.3333333333333333,0
Memphis,3,3,4,1,1.3333333333333333,42.666666666666664,27,0,0.3333333333333333,0
Middletown,3,3,3,0.75,1,14.666666666666666,18,0,0,0
Minato City,3,1,2,0.4,0.6666666666666666,82.66666666666667,25,0,0,0
Minneapolis,3,2,2,0.6666666666666666,0.6666666666666666,15.333333333333334,15,0,0,0
Mitchell,3,3,3,0.3333333333333333,1,0,58,0,0.3333333333333333,0
Montevideo,3,2,3,1,1,30.666666666666668,22,0,0.3333333333333333,0
Muscat,3,3,1,0.3333333333333333,0.3333333333333333,41.333333333333336,46,0,0.3333333333333333,0
Myrtle Beach,3,3,3,0.75,1,25,26,0,0.3333333333333333,0
N'Djamena,3,3,1,0.3333333333333333,0.3333333333333333,18.333333333333332,24,0,0.3333333333333333,0
Naaldwijk,3,1,2,0.6666666666666666,0.6666666666666666,19.333333333333332,15,0,0.3333333333333333,0
Nassau,3,2,3,0.75,1,60,40,0,0.3333333333333333,0
New Delhi,3,2,1,0.3333333333333333,0.3333333333333333,22.333333333333332,10,0,0,0
Newcastle,3,3,2,0.6666666666666666,0.6666666666666666,33,17,0,0,0
Niverville,3,3,2,0.5,0.6666666666666666,85.66666666666667,93,0,0.3333333333333333,0
Norwood,3,3,1,0.25,0.3333333333333333,7,18,0,0,0
Oldenburg,3,3,3,1,1,0,12,0,0,0
Onaway,3,1,1,0.3333333333333333,0.3333333333333333,4.666666666666667,10,0,0,0
Orinda,3,3,3,1,1,50.333333333333336,14,0,0,0
Oujda,3,3,1,0.2,0.3333333333333333,16,21,0,0,0
Paranaque,3,3,1,0.25,0.3333333333333333,26.333333333333332,16,0,0,0
Pendleton,3,1,2,0.6666666666666666,0.6666666666666666,125.33333333333333,31,0,0.3333333333333333,0
Petersburg,3,3,3,1,1,24.333333333333332,34,0,0.3333333333333333,0
Phan Rang–Thap Cham,3,2,2,0.6666666666666666,0.6666666666666666,0,7,0,0.3333333333333333,0
Phu Quoc,3,2,1,0.3333333333333333,0.3333333333333333,10,21,0,0.3333333333333333,0
Pittsburgh,3,3,3,1,1,18.666666666666668,22,0,0,0
Plattsburgh,3,3,3,1,1,27,29,0,0.3333333333333333,0
Port McNicoll,3,2,3,0.75,1,18.666666666666668,20,0,0,0
Providence,3,2,1,0.3333333333333333,0.3333333333333333,0,11,0,0,0
Puerto Plata,3,3,0,0,0,0,9,0,0,0
Quito,3,3,4,0.36363636363636365,1.3333333333333333,119.66666666666667,70,0,0.3333333333333333,0
Raleigh,3,3,2,0.6666666666666666,0.6666666666666666,30,52,0,0.3333333333333333,0
Rangsit,3,3,0,0,0,0.6666666666666666,12,0,0,0
Rawalpindi,3,3,3,1,1,27.333333333333332,17,0,0,0
Saint John's,3,3,1,0.14285714285714285,0.3333333333333333,92.66666666666667,36,0,0.3333333333333333,0
Saint Marys,3,2,3,0.75,1,5,24,0,0.3333333333333333,0
Saint-Damien,3,3,2,0.6666666666666666,0.6666666666666666,7,14,0,0,0
Saint-Henri,3,3,3,1,1,34,25,0,0.3333333333333333,0
Saint-Liboire,3,2,1,0.3333333333333333,0.3333333333333333,47.333333333333336,26,0,0.3333333333333333,0
Saint-Pascal,3,2,1,0.3333333333333333,0.3333333333333333,16.666666666666668,14,0,0,0
Saint-Pie,3,3,1,0.3333333333333333,0.3333333333333333,11.333333333333334,15,0,0,0
Sainte-Anne-de-Bellevue,3,3,2,0.6666666666666666,0.6666666666666666,17.333333333333332,22,0,0.3333333333333333,0
Salem,3,3,2,0.6666666666666666,0.6666666666666666,46,30,0,0.3333333333333333,0
Salmiya,3,2,0,0,0,1,15,0,0,0
Santiago de Queretaro,3,2,21,0.7777777777777778,7,282,273,0,0.6666666666666666,0
Saraburi,3,3,1,0.3333333333333333,0.3333333333333333,105,11,0,0,0
Saratoga Springs,3,2,4,1,1.3333333333333333,77.33333333333333,61,0,0.3333333333333333,0
Smithville,3,3,1,0.25,0.3333333333333333,21,17,0,0,0
South Lancaster,3,3,5,0.625,1.6666666666666667,144.33333333333334,55,0,0.3333333333333333,0
Strathroy,3,3,2,0.5,0.6666666666666666,203.66666666666666,75,0,0.3333333333333333,0
Sussex,3,3,3,0.75,1,8,36,0,0.3333333333333333,0
Syracuse,3,3,2,0.6666666666666666,0.6666666666666666,38.333333333333336,28,0,0.3333333333333333,0
Tampa,3,3,0,0,0,0,10,0,0,0
Tanjungtebat,3,3,0,0,0,0,15,0,0,0
Temecula,3,3,1,0.3333333333333333,0.3333333333333333,11.333333333333334,13,0,0,0
Usborne No. 310,3,2,2,0.5,0.6666666666666666,40.333333333333336,39,0,0.3333333333333333,0
Vadodara,3,3,1,0.25,0.3333333333333333,5,15,0,0,0
Val-David,3,3,2,0.6666666666666666,0.6666666666666666,359.6666666666667,79,0,0.6666666666666666,0
Valcourt,3,1,2,0.6666666666666666,0.6666666666666666,199.66666666666666,41,0,0.3333333333333333,0
Valencia,3,2,1,0.2,0.3333333333333333,4.333333333333333,16,0,0,0
West Elgin,3,2,3,1,1,89.33333333333333,21,0,0.6666666666666666,0
West Palm Beach,3,3,2,0.6666666666666666,0.6666666666666666,1,13,0,0,0
Wiarton,3,3,2,0.6666666666666666,0.6666666666666666,143,42,0,0.6666666666666666,0
Wichita,3,3,3,1,1,40.666666666666664,22,0,0,0
Winter Haven,3,3,2,0.6666666666666666,0.6666666666666666,29.333333333333332,21,0,0,0
Wuhan,3,3,1,0.3333333333333333,0.3333333333333333,4.333333333333333,14,0,0,0
Wynyard,3,3,1,0.3333333333333333,0.3333333333333333,0,18,0,0.3333333333333333,0
Xiamen,3,3,2,0.6666666666666666,0.6666666666666666,2.3333333333333335,17,0,0,0
Zaragoza,3,3,3,1,1,247,58,0,0.6666666666666666,0
Zephyrhills,3,2,3,0.6,1,42,39,0,0.3333333333333333,0
32130,2,2,0,0,0,0,7,0,0,0
Aarhus,2,2,0,0,0,0,6,0,0,0
Adelaide,2,2,0,0,0,0,6,0,0,0
Agadir,2,2,1,0.5,0.5,10.5,8,0,0,0
Altona,2,1,3,0.75,1.5,231.5,37,0,0.5,0
Anchorage,2,2,3,1,1.5,191.5,51,0,0.5,0
Anza,2,2,1,0.5,0.5,63,13,0,0,0
Arran-Elderslie,2,2,1,0.3333333333333333,0.5,0,11,0,0,0
Arthur,2,2,2,0.5,1,0,16,0,0,0
Astana,2,0,1,0.5,0.5,0,2,0,0,0
Atholville,2,0,1,0.5,0.5,350.5,50,0,0.5,0
Auburn,2,2,2,0.6666666666666666,1,24.5,25,0,0.5,0
Aylmer,2,2,3,1,1.5,79.5,24,0,0.5,0
Baguio,2,2,1,0.5,0.5,0,17,0,0.5,0
Bahawalpur,2,1,1,0.25,0.5,5,28,0,0.5,0
Bandhwari,2,2,2,1,1,19.5,12,0,0,0
Bandung,2,2,2,1,1,6.5,9,0,0,0
Bang Kaeo,2,2,1,0.5,0.5,12,11,0,0,0
Barranquilla,2,2,0,0,0,0,11,0,0,0
Basrah,2,1,0,0,0,0,4,0,0,0
Basseterre,2,0,2,0.5,1,147,23,0,0.5,0
Bath,2,2,0,0,0,4,8,0,0,0
Belgrade,2,2,0,0,0,2.5,9,0,0,0
Belize City,2,2,1,0.16666666666666666,0.5,35.5,18,0,0,0
Bellevue,2,2,3,0.75,1.5,378.5,67,0,0.5,0
Bhiwani,2,1,0,0,0,1,7,0,0,0
Bhopal,2,2,1,0.5,0.5,5.5,8,0,0,0
Bietigheim-Bissingen,2,2,1,0.5,0.5,2.5,12,0,0.5,0
Blois,2,1,1,0.5,0.5,19,14,0,0.5,0
Boise,2,2,0,0,0,1,9,0,0,0
Boulogne-sur-Mer,2,1,2,1,1,94,31,0,0.5,0
Bremen,2,2,2,1,1,26,9,0,0,0
Bristol,2,1,2,1,1,0,16,0,0.5,0
Brussels,2,2,2,1,1,119.5,43,0,0.5,0
Bueng Yitho,2,2,2,1,1,0,8,0,0,0
Butzbach,2,0,0,0,0,32,2,0,0,0
Ca Mau,2,1,0,0,0,0,4,0,0,0
Cagliari,2,2,1,0.5,0.5,4.5,11,0,0,0
Calamba,2,2,2,1,1,93.5,20,0,0.5,0
Campbellford,2,2,0,0,0,0,8,0,0,0
Canandaigua,2,2,2,1,1,12,10,0,0,0
Carnot-Moon,2,0,1,0.5,0.5,2,8,0,0,0
Cartago,2,1,1,0.5,0.5,152,22,0,0.5,0
Changchun,2,2,1,0.5,0.5,0,7,0,0.5,0
Changzhou,2,2,0,0,0,1,10,0,0,0
Chateau-Richer,2,2,1,0.5,0.5,15,12,0,0,0
Chateaubriant,2,1,2,1,1,8.5,7,0,0,0
Chiclayo,2,0,4,0.5714285714285714,2,90.5,75,0,0,0
Chimbote,2,0,2,0.5,1,39,19,0,0.5,0
Chongqing,2,2,0,0,0,1,9,0,0,0
Ciampino,2,2,0,0,0,0,8,0,0,0
Ciudad Juarez,2,1,1,0.5,0.5,43.5,17,0,0.5,0
Columbia,2,1,2,1,1,87.5,31,0,0,0
Comber,2,1,1,0.25,0.5,0,12,0,0,0
Cordoba,2,2,1,0.5,0.5,2.5,12,0,0,0
Courcelles,2,2,1,0.3333333333333333,0.5,27,10,0,0,0
Cusco,2,0,1,0.14285714285714285,0.5,0,16,0,0,0
Da Nang,2,2,2,1,1,46.5,25,0,0.5,0
Dalton,2,1,2,1,1,46,7,0,0,0
Damascus,2,2,0,0,0,0,6,0,0,0
Dammam,2,2,1,0.5,0.5,52,12,0,0,0
Dania Beach,2,2,0,0,0,0,8,0,0,0
Danville,2,2,2,0.6666666666666666,1,12,27,0,0.5,0
DeSoto,2,1,2,1,1,25.5,6,0,0,0
Deerfield Beach,2,2,0,0,0,0,8,0,0,0
Denton,2,2,1,0.5,0.5,4.5,9,0,0.5,0
Douala,2,2,1,0.3333333333333333,0.5,26,20,0,0,0
Doylestown,2,2,1,0.5,0.5,12,11,0,0,0
Dunedin,2,2,0,0,0,0,8,0,0,0
Durban,2,2,1,0.5,0.5,3,13,0,0,0
East Angus,2,2,2,1,1,0,10,0,0,0
Eastlawn Gardens,2,2,0,0,0,0,6,0,0,0
Eastwood,2,2,2,0.6666666666666666,1,363.5,71,0,1,0
Eaton Rapids,2,2,1,0.5,0.5,19,9,0,0,0
Eatonton,2,0,1,0.5,0.5,1,5,0,0,0
Eganville,2,1,2,1,1,33,29,0,0,0
El Paso,2,2,1,0.5,0.5,99,20,0,0.5,0
Elora,2,2,1,0.5,0.5,0,9,0,0,0
Estero,2,2,2,1,1,24.5,11,0,0,0
Fairfield,2,2,2,1,1,128,16,0,0,0
Flin Flon,2,2,1,0.5,0.5,10,11,0,0,0
Florence,2,1,0,0,0,0,6,0,0,0
Florianopolis,2,2,1,0.5,0.5,4,9,0,0,0
Fort Myers,2,2,1,0.5,0.5,24.5,14,0,0.5,0
Framingham,2,2,4,1,2,120.5,45,0,0.5,0
Fruita,2,2,2,1,1,72,21,0,0.5,0
Fuzhou,2,2,0,0,0,3.5,11,0,0,0
Gainesville,2,2,2,1,1,52.5,22,0,0.5,0
Gazipur,2,2,0,0,0,0,6,0,0,0
General Trias,2,2,3,0.75,1.5,47,16,0,0,0
Ghent,2,2,2,1,1,269.5,92,0,1,0
Giddings,2,1,1,0.5,0.5,22.5,7,0,0,0
Gimli,2,2,0,0,0,0,7,0,0,0
Grand Bay-Westfield,2,2,0,0,0,0,11,0,0,0
Grand Island,2,2,2,0.6666666666666666,1,14,16,0,0,0
Gray Summit,2,2,0,0,0,0,6,0,0,0
Guadalajara,2,1,2,1,1,61.5,13,0,0.5,0
Guatemala City,2,2,1,0.5,0.5,9,8,0,0,0
Guntur,2,1,1,0.5,0.5,11,8,0,0,0
Ha Long,2,2,2,0.6666666666666666,1,76,33,0,0.5,0
Hamburg,2,2,2,1,1,47,16,0,0,0
Hamptons at Boca Raton,2,2,1,0.5,0.5,12.5,10,0,0,0
Handan,2,2,0,0,0,2,11,0,0,0
Havelock,2,1,1,0.5,0.5,22,14,0,0.5,0
Hebertville,2,2,2,1,1,5.5,11,0,0,0
Howard City,2,1,1,0.5,0.5,22.5,11,0,0,0
Huancayo,2,0,2,0.6666666666666666,1,69,34,0,0,0
Ionia,2,0,2,1,1,22.5,5,0,0,0
Irkutsk,2,1,0,0,0,2,5,0,0,0
Ithaca,2,1,3,0.6,1.5,54,27,0,0.5,0
Jacksonville Beach,2,2,2,1,1,27.5,13,0,0,0
Jefferson,2,2,2,1,1,73.5,23,0,0.5,0
Kaslo,2,2,2,1,1,52,19,0,0,0
Keene,2,1,2,1,1,45.5,16,0,0,0
Kennewick,2,2,2,1,1,20,13,0,0,0
Keraniganj,2,1,1,0.5,0.5,8,11,0,0.5,0
Kozhikode,2,2,2,1,1,104.5,31,0,0.5,0
Kyiv,2,2,0,0,0,5,8,0,0,0
Lafayette,2,0,1,0.5,0.5,12.5,6,0,0,0
Lambton Shores,2,1,3,0.75,1.5,13.5,14,0,0,0
Lancaster,2,2,2,1,1,717,204,0,1,0
Las Pinas,2,2,1,0.5,0.5,10,8,0,0,0
Laurier-Station,2,2,2,0.6666666666666666,1,0,12,0,0,0
Lawrenceburg,2,2,1,0.5,0.5,28.5,9,0,0,0
Lawrencetown,2,2,0,0,0,0,7,0,0,0
Lehi,2,2,2,1,1,0.5,8,0,0,0
Leipzig,2,2,1,0.5,0.5,9,8,0,0,0
Liege,2,2,1,0.5,0.5,7,8,0,0,0
Lillooet,2,2,2,1,1,7.5,11,0,0,0
Livonia,2,2,1,0.5,0.5,2,11,0,0,0
Macon,2,1,2,1,1,192.5,49,0,0.5,0
Madinah,2,1,1,0.5,0.5,0,4,0,0,0
Madison,2,2,1,0.5,0.5,5,10,0,0,0
Makkah,2,1,1,0.5,0.5,16.5,9,0,0,0
Managua,2,2,1,0.5,0.5,3,8,0,0,0
Marysville,2,1,1,0.5,0.5,15,8,0,0,0
McKinney,2,2,2,1,1,26.5,12,0,0,0
Meerut,2,2,1,0.5,0.5,41,12,0,0,0
Memramcook,2,2,0,0,0,0,8,0,0,0
Merced,2,2,2,1,1,9.5,11,0,0,0
Merrickville-Wolford,2,2,1,0.5,0.5,0,11,0,0,0
Mersin,2,2,1,0.5,0.5,9.5,11,0,0,0
Miramar,2,2,2,1,1,2.5,11,0,0,0
Modesto,2,2,2,1,1,27,15,0,0.5,0
Montebello,2,2,0,0,0,0,6,0,0,0
Monterrey,2,2,1,0.5,0.5,8,9,0,0,0
Montes Claros,2,1,2,1,1,55,7,0,0,0
Morrinsville,2,2,1,0.5,0.5,0.5,10,0,0.5,0
Mount Airy,2,1,2,1,1,10,13,0,0.5,0
Mount Dora,2,1,1,0.5,0.5,57.5,8,0,0,0
Munich,2,2,1,0.5,0.5,29.5,15,0,0,0
Nakhon Ratchasima,2,2,2,0.6666666666666666,1,22.5,15,0,0,0
Naples,2,2,2,1,1,469,164,0,0.5,0
New Haven,2,2,0,0,0,4.5,9,0,0,0
New Orleans,2,2,1,0.5,0.5,7,8,0,0,0
New Town,2,2,0,0,0,2,9,0,0,0
Newport,2,2,1,0.5,0.5,13.5,8,0,0,0
Nuevo Nayarit,2,2,0,0,0,0,8,0,0,0
Oberdorla,2,2,1,0.5,0.5,25,13,0,0.5,0
Ocala,2,2,2,0.6666666666666666,1,19,13,0,0,0
Okeechobee,2,1,2,0.6666666666666666,1,18.5,15,0,1,0
Olancha,2,2,2,1,1,42.5,18,0,0,0
Orlando,2,2,1,0.5,0.5,147,22,0,0.5,0
Osaka,2,2,0,0,0,0,6,0,0,0
Oswego,2,1,1,0.5,0.5,0,9,0,0,0
Overland Park,2,2,1,0.5,0.5,100,31,0,0.5,0
Palermo,2,1,1,0.3333333333333333,0.5,54,13,0,0,0
Palm Desert,2,2,0,0,0,0,11,0,0,0
Palm Springs,2,1,1,0.5,0.5,0,8,0,0,0
Patna,2,1,1,0.5,0.5,20.5,11,0,0,0
Pattaya City,2,2,1,0.5,0.5,12.5,14,0,0.5,0
Pearland,2,2,0,0,0,4.5,9,0,0,0
Pembroke Park,2,0,1,0.3333333333333333,0.5,31,11,0,0,0
Philipsburg,2,2,2,0.5,1,109.5,29,0,0.5,0
Phnom Penh,2,2,0,0,0,1,8,0,0,0
Phuc Yen,2,0,2,1,1,0,2,0,0,0
Pierreville,2,2,2,1,1,31,30,0,0.5,0
Pinawa,2,2,1,0.5,0.5,4.5,10,0,0,0
Piraeus,2,2,1,0.5,0.5,26,8,0,0,0
Piura,2,0,7,0.875,3.5,379.5,212,0,1,0
Port Dover,2,1,1,0.3333333333333333,0.5,10.5,11,0,0,0
Port Stanley,2,1,3,1,1.5,35.5,42,0,1,0
Portneuf,2,2,1,0.5,0.5,57,18,0,0.5,0
Porto,2,1,1,0.3333333333333333,0.5,50.5,17,0,0.5,0
Powerview-Pine Falls,2,0,2,1,1,131.5,23,0,0.5,0
Prescott Valley,2,0,2,1,1,14.5,4,0,0,0
Princeville,2,2,1,0.5,0.5,10.5,8,0,0,0
Puebla,2,2,0,0,0,0,9,0,0,0
Purcellville,2,1,2,0.6666666666666666,1,195.5,63,0,0,0
Rawai,2,1,1,0.5,0.5,24.5,10,0,0,0
Recife,2,2,1,0.5,0.5,48.5,7,0,0,0
Reedley,2,2,1,0.5,0.5,0.5,8,0,0,0
Reston,2,2,3,0.6,1.5,313,56,0,0.5,0
Ridgetown,2,2,0,0,0,0,8,0,0,0
Rio de Janeiro,2,1,2,1,1,23,5,0,0,0
Russell,2,2,2,1,1,90,24,0,0.5,0
Saanichton,2,2,1,0.3333333333333333,0.5,3.5,13,0,0,0
Saint Petersburg,2,1,1,0.5,0.5,1.5,6,0,0.5,0
Saint-Denis-sur-Richelieu,2,1,4,0.8,2,110,74,0,1,0
Saint-Ferreol-les-Neiges,2,2,1,0.5,0.5,5,9,0,0,0
Saint-Ignace-de-Loyola,2,2,2,1,1,0,10,0,0,0
Saint-Jacques-le-Mineur,2,2,0,0,0,0,8,0,0,0
